Transaction_ID,Sender_ID,Receiver_ID,Amount,Timestamp,Location,Merchant_Type,Status
39770657-e26,rahul_7031@ybl,internet.pay@okhdfc,2026.39,2024-01-01 05:06:13,Chennai,bills,success
1edc9dd5-237,rahul_5958@icici,pharmacy.pay@paytm,787.47,2024-01-01 05:08:42,Hyderabad,health,success
81174e24-e69,amit_8636@oksbi,amit_2246@okhdfc,1789.9,2024-01-01 05:11:36,Kolkata,p2p,success
1544b6f4-fdd,priya_7546@paytm,swiggy.pay@oksbi,706.77,2024-01-01 05:13:20,Delhi,food,success
5122bc58-26a,ananya_418@okhdfc,sneha_4423@ibl,315.82,2024-01-01 05:16:28,Ahmedabad,p2p,success
28b68a13-de3,aditya_7728@ibl,metrocard.pay@axl,469.22,2024-01-01 05:25:08,Mumbai,transport,success
f4116b4d-4b9,vikram_8245@ybl,netflix.pay@paytm,1049.47,2024-01-01 05:26:08,Pune,entertainment,success
22d2167e-f51,dev_1226@oksbi,swiggy.pay@axl,276.59,2024-01-01 05:26:52,Chennai,food,success
d07ce638-36a,isha_6558@ibl,neha_9816@ibl,1784.75,2024-01-01 05:27:44,Bangalore,p2p,success
72c8c064-772,simran_3096@okhdfc,metrocard.pay@paytm,344.89,2024-01-01 05:29:06,Bangalore,transport,success
d92f8b07-021,vikram_7530@axl,ola.pay@axl,420.68,2024-01-01 05:29:18,Pune,transport,success
0cb34d1c-6d9,pooja_9617@icici,sneha_4314@icici,2358.11,2024-01-01 05:33:40,Jaipur,p2p,success
28ce978f-676,vikram_8811@icici,bookmyshow.pay@ibl,1078.13,2024-01-01 05:43:32,Kolkata,entertainment,success
ecb3dd2d-ef2,dev_8797@ybl,neha_9267@paytm,2397.04,2024-01-01 05:45:01,Ahmedabad,p2p,success
4379bc78-d9b,rohan_2484@ibl,amit_4259@okhdfc,1898.0,2024-01-01 05:45:59,Hyderabad,p2p,success
50b07c1a-e96,sneha_4585@ybl,swiggy.pay@paytm,532.8,2024-01-01 05:47:59,Pune,food,success
25806012-154,sneha_9063@icici,courseapp.pay@paytm,865.12,2024-01-01 05:48:38,Bangalore,education,success
51c010a5-f33,sneha_8257@oksbi,pharmacy.pay@okhdfc,1027.97,2024-01-01 05:52:10,Bangalore,health,success
4a536acb-a25,karan_2262@axl,school.pay@axl,341.17,2024-01-01 05:52:31,Kolkata,education,success
d57b81ca-f29,rahul_2244@ibl,isha_9165@icici,1383.59,2024-01-01 05:52:38,Chennai,p2p,success
938f9fa1-d8e,neha_4535@okhdfc,ola.pay@ibl,317.39,2024-01-01 05:54:45,Hyderabad,transport,success
34a5d7a3-dba,priya_2171@oksbi,swiggy.pay@ybl,229.76,2024-01-01 05:55:40,Mumbai,food,success
268343f2-e37,ananya_3125@axl,hospital.pay@ibl,1838.43,2024-01-01 05:55:50,Pune,health,success
c04338b1-a98,isha_9918@okhdfc,petrolpump.pay@paytm,431.7,2024-01-01 06:01:55,Hyderabad,transport,success
6db37b2f-a19,dev_343@paytm,courseapp.pay@okhdfc,1164.89,2024-01-01 06:02:21,Hyderabad,education,success
092d9564-18e,arjun_9528@ybl,arjun_4001@axl,1250.8,2024-01-01 06:02:49,Kolkata,p2p,success
39fbc5f7-f66,isha_1478@icici,karan_660@oksbi,2042.99,2024-01-01 06:04:31,Chennai,p2p,success
a9f86c89-629,arjun_7517@icici,clinic.pay@ibl,1234.36,2024-01-01 06:05:15,Ahmedabad,health,success
07b0e937-90d,isha_964@axl,courseapp.pay@axl,337.49,2024-01-01 06:09:25,Chennai,education,success
c23a04ce-30f,priya_7106@ibl,metrocard.pay@icici,151.72,2024-01-01 06:11:27,Hyderabad,transport,success
16f654e8-a4e,rohan_413@ybl,books.pay@oksbi,569.54,2024-01-01 06:12:17,Jaipur,education,success
2a722d82-5f6,amit_2207@ibl,rahul_1635@oksbi,2791.79,2024-01-01 06:13:37,Hyderabad,p2p,success
486fb891-df4,rahul_8449@paytm,sneha_4894@paytm,1252.56,2024-01-01 06:14:11,Mumbai,p2p,success
abd5c3e4-c74,simran_1272@ibl,arjun_6237@axl,2068.87,2024-01-01 06:14:35,Delhi,p2p,success
cc49f417-20a,dev_2667@paytm,sneha_4314@icici,1391.07,2024-01-01 06:15:07,Hyderabad,p2p,success
745adce1-075,rohan_3172@ibl,vikram_7830@okhdfc,1136.85,2024-01-01 06:17:28,Chennai,p2p,success
75e85b13-7df,vikram_8365@okhdfc,mobile.pay@oksbi,3271.82,2024-01-01 06:19:35,Chennai,bills,success
5b594b09-b40,arjun_2824@icici,tuition.pay@paytm,1247.7,2024-01-01 06:20:03,Ahmedabad,education,success
09272054-020,rohan_3017@okhdfc,amit_2207@ibl,962.85,2024-01-01 06:23:05,Lucknow,p2p,success
21ab3453-73c,aditya_2691@okhdfc,ola.pay@paytm,226.63,2024-01-01 06:23:58,Ahmedabad,transport,success
b3e0661b-12b,aditya_2730@icici,foodcourt.pay@paytm,797.65,2024-01-01 06:24:39,Ahmedabad,food,success
49786796-bc0,neha_4535@okhdfc,netflix.pay@icici,1232.46,2024-01-01 06:25:00,Chennai,entertainment,success
b79dbafd-a2a,simran_7918@oksbi,clinic.pay@ybl,373.8,2024-01-01 06:25:36,Mumbai,health,success
2ef38b16-5e0,pooja_1228@icici,vikram_3040@oksbi,878.22,2024-01-01 06:25:56,Lucknow,p2p,success
1af90592-816,pooja_6521@paytm,karan_8578@icici,2013.17,2024-01-01 06:28:08,Delhi,p2p,success
80c4cefd-783,karan_2634@ibl,amazon.pay@axl,9932.79,2024-01-01 06:31:24,Chennai,shopping,success
438bc484-130,arjun_3290@ybl,gaming.pay@ibl,269.75,2024-01-01 06:31:26,Hyderabad,entertainment,success
5c6cf33a-ee9,priya_3343@icici,pooja_5314@axl,365.17,2024-01-01 06:36:03,Lucknow,p2p,success
0882a40b-bb0,amit_2207@ibl,priya_5248@axl,1811.14,2024-01-01 06:36:49,Hyderabad,p2p,success
e48be2e2-d8e,sneha_4282@ybl,courseapp.pay@ybl,1585.4,2024-01-01 06:40:44,Jaipur,education,success
911ff378-c0a,sneha_1099@ybl,tuition.pay@ibl,1138.49,2024-01-01 06:43:12,Chennai,education,success
6407e6f2-908,pooja_5299@ybl,netflix.pay@oksbi,1531.65,2024-01-01 06:44:11,Lucknow,entertainment,success
59162ff7-be3,aditya_9806@paytm,vikram_139@okhdfc,10.0,2024-01-01 06:46:23,Kolkata,p2p,success
558f549d-7c5,karan_4589@ybl,uber.pay@paytm,468.51,2024-01-01 06:49:14,Hyderabad,transport,success
c6a0f605-a4e,karan_6481@ibl,swiggy.pay@okhdfc,439.99,2024-01-01 06:50:01,Mumbai,food,success
ab210bcf-57d,pooja_6521@paytm,arjun_4286@icici,1782.39,2024-01-01 06:56:10,Delhi,p2p,success
07b8293b-cfe,pooja_4462@icici,rohan_161@okhdfc,10.0,2024-01-01 06:58:29,Mumbai,p2p,success
1aa488c7-b20,ananya_2625@okhdfc,sneha_5873@okhdfc,1974.67,2024-01-01 06:59:14,Chennai,p2p,success
abf15cf0-979,dev_7984@axl,internet.pay@paytm,2431.61,2024-01-01 06:59:27,Mumbai,bills,success
7ceaf603-879,ananya_5409@icici,isha_6068@ibl,876.12,2024-01-01 07:00:50,Delhi,p2p,success
6ab46e40-102,neha_6120@oksbi,arjun_7153@ybl,143.71,2024-01-01 07:03:58,Hyderabad,p2p,success
3b3437d5-31a,sneha_6601@paytm,tuition.pay@paytm,1965.61,2024-01-01 07:04:14,Hyderabad,education,success
3ebbbc79-ac4,karan_2917@icici,electricity.pay@paytm,852.43,2024-01-01 07:07:12,Hyderabad,bills,success
782e810a-672,sneha_5873@okhdfc,pharmacy.pay@oksbi,1629.56,2024-01-01 07:07:16,Ahmedabad,health,success
b06c97a4-2a8,rohan_161@okhdfc,sneha_8053@okhdfc,1377.33,2024-01-01 07:09:36,Ahmedabad,p2p,success
fcf68a95-0fb,pooja_2312@okhdfc,metrocard.pay@ibl,429.47,2024-01-01 07:09:48,Chennai,transport,success
5aa61c19-d2d,pooja_4854@okhdfc,tuition.pay@icici,266.38,2024-01-01 07:10:32,Jaipur,education,success
200ecf5e-652,vikram_7703@axl,school.pay@paytm,807.63,2024-01-01 07:10:34,Mumbai,education,success
a19683ca-ab4,isha_9165@icici,neha_4856@icici,1469.13,2024-01-01 07:11:45,Mumbai,p2p,success
5b7df813-59c,rahul_5100@paytm,hospital.pay@ibl,1498.88,2024-01-01 07:13:55,Ahmedabad,health,success
1f011a55-8fa,karan_660@oksbi,rapido.pay@ibl,212.66,2024-01-01 07:16:07,Jaipur,transport,success
8ab899b5-537,sneha_8085@axl,mobile.pay@okhdfc,2239.82,2024-01-01 07:17:07,Lucknow,bills,success
6dce5604-dca,simran_1131@axl,clinic.pay@paytm,1016.3,2024-01-01 07:18:45,Ahmedabad,health,success
a6cd2721-6b6,priya_7106@ibl,petrolpump.pay@axl,147.45,2024-01-01 07:20:17,Hyderabad,transport,success
12abd9c4-a98,arjun_4790@axl,rahul_5846@ibl,2103.83,2024-01-01 07:20:47,Delhi,p2p,success
ae75b1dd-272,rahul_7533@paytm,spotify.pay@icici,1174.45,2024-01-01 07:21:34,Jaipur,entertainment,success
48734c5c-946,rohan_1094@paytm,pooja_4636@ibl,369.95,2024-01-01 07:22:11,Jaipur,p2p,success
de375689-55e,vikram_1248@ybl,cafeshop.pay@ybl,359.58,2024-01-01 07:23:34,Pune,food,success
e7916dfe-441,priya_525@ibl,bookmyshow.pay@ybl,880.18,2024-01-01 07:28:08,Kolkata,entertainment,success
cdd69a93-378,karan_848@axl,rohan_6852@icici,1831.34,2024-01-01 07:31:12,Pune,p2p,success
9543c116-84d,amit_8937@okhdfc,priya_7178@axl,103.5,2024-01-01 07:31:21,Kolkata,p2p,success
e15d5900-884,vikram_8596@paytm,netflix.pay@okhdfc,1470.84,2024-01-01 07:32:28,Mumbai,entertainment,success
96ce9a63-bc7,priya_8463@icici,vikram_6280@okhdfc,1111.18,2024-01-01 07:34:43,Chennai,p2p,success
3c3c170a-0c5,arjun_1285@paytm,water.pay@ibl,2807.67,2024-01-01 07:35:43,Mumbai,bills,success
5de7bf50-9e5,rohan_750@ibl,priya_8030@okhdfc,1050.92,2024-01-01 07:35:45,Delhi,p2p,success
1d201961-fa1,priya_692@oksbi,books.pay@icici,1784.84,2024-01-01 07:37:14,Mumbai,education,success
79aa33e1-9a6,ananya_3125@axl,pharmacy.pay@ybl,179.71,2024-01-01 07:40:47,Pune,health,success
c8554500-08d,isha_6396@ibl,arjun_818@paytm,1561.51,2024-01-01 07:44:06,Bangalore,p2p,success
14bcff70-7e3,rohan_6473@icici,water.pay@ybl,901.77,2024-01-01 07:44:26,Delhi,bills,success
03d4d64f-e5e,pooja_7635@axl,clinic.pay@ibl,846.94,2024-01-01 07:47:46,Pune,health,success
99a296ea-033,karan_4225@oksbi,arjun_7153@ybl,10.0,2024-01-01 07:47:48,Kolkata,p2p,success
fbfa73a0-a6c,rohan_2773@okhdfc,sneha_5874@ybl,406.13,2024-01-01 07:47:51,Jaipur,p2p,success
89117d62-21e,arjun_7153@ybl,zomato.pay@ibl,797.23,2024-01-01 07:50:33,Delhi,food,success
af46065b-1d0,rohan_5633@ibl,isha_9165@icici,573.88,2024-01-01 07:50:33,Mumbai,p2p,success
ed34a214-cbd,ananya_4536@ybl,clinic.pay@ibl,1926.88,2024-01-01 07:52:58,Mumbai,health,success
a2a19d18-cdc,arjun_2008@icici,isha_3118@ibl,584.12,2024-01-01 07:53:13,Mumbai,p2p,success
54943ac3-2e7,neha_8992@axl,amit_2207@ibl,648.34,2024-01-01 07:54:09,Hyderabad,p2p,success
b53a98d6-f83,aditya_4069@axl,karan_660@oksbi,1200.22,2024-01-01 07:55:23,Pune,p2p,success
61a562d8-8c1,priya_4451@axl,water.pay@ibl,803.68,2024-01-01 07:55:27,Ahmedabad,bills,success
94208566-d21,sneha_1798@oksbi,karan_9737@ybl,522.46,2024-01-01 07:55:36,Chennai,p2p,success
a2324c35-cee,ananya_6611@oksbi,zomato.pay@oksbi,699.78,2024-01-01 07:56:34,Lucknow,food,success
7fa797c9-5d1,arjun_1446@paytm,electricity.pay@icici,2735.28,2024-01-01 07:56:39,Pune,bills,success
08e4b40b-81b,ananya_890@axl,neha_4205@ibl,2665.7,2024-01-01 07:57:09,Jaipur,p2p,success
cfabc436-501,karan_7046@ibl,internet.pay@ybl,1313.4,2024-01-01 07:58:20,Bangalore,bills,success
034a0063-9c3,isha_8024@paytm,flipkart.pay@icici,3760.26,2024-01-01 07:58:22,Kolkata,shopping,success
2dd618c8-8a6,simran_9197@paytm,dmart.pay@axl,7827.13,2024-01-01 07:58:46,Pune,shopping,success
41adbacb-a60,isha_8024@paytm,water.pay@okhdfc,3205.22,2024-01-01 08:01:47,Kolkata,bills,success
d623c139-e82,aditya_4096@icici,electricity.pay@ibl,2310.39,2024-01-01 08:02:27,Pune,bills,success
a616b9c5-c11,ananya_8333@okhdfc,tuition.pay@ibl,1847.61,2024-01-01 08:02:37,Delhi,education,success
9e3cc208-775,amit_8649@axl,spotify.pay@axl,1696.66,2024-01-01 08:02:39,Pune,entertainment,success
e3e61170-b0f,sneha_9906@ybl,karan_9391@okhdfc,654.24,2024-01-01 08:03:09,Pune,p2p,success
4867cddc-e68,sneha_8707@ibl,water.pay@axl,622.61,2024-01-01 08:05:04,Jaipur,bills,success
1062f9f5-a65,isha_8143@ybl,foodcourt.pay@ybl,523.84,2024-01-01 08:07:10,Kolkata,food,success
8d85f273-68a,vikram_2423@okhdfc,vikram_2893@paytm,881.57,2024-01-01 08:11:46,Ahmedabad,p2p,success
fe68d5f5-72e,arjun_8593@paytm,mobile.pay@ibl,3976.36,2024-01-01 08:12:30,Jaipur,bills,success
2ff72c48-85d,rahul_5846@ibl,reliance.pay@paytm,5077.7,2024-01-01 08:13:07,Pune,shopping,success
67300059-c59,amit_5538@okhdfc,sneha_4423@ibl,284.14,2024-01-01 08:14:08,Pune,p2p,success
0255a569-397,vikram_7370@okhdfc,arjun_6971@axl,1180.62,2024-01-01 08:15:12,Mumbai,p2p,success
451bd3de-0eb,priya_5183@paytm,arjun_2214@icici,1127.06,2024-01-01 08:16:00,Ahmedabad,p2p,success
bea10d85-6f3,isha_9734@ibl,netflix.pay@oksbi,543.2,2024-01-01 08:16:07,Lucknow,entertainment,success
07e60f6a-652,priya_248@axl,internet.pay@ibl,2376.08,2024-01-01 08:16:24,Pune,bills,success
12a77a41-a3c,priya_3762@ibl,simran_4498@okhdfc,1310.71,2024-01-01 08:17:45,Bangalore,p2p,success
a436395b-440,dev_959@axl,mobile.pay@okhdfc,4367.37,2024-01-01 08:18:10,Hyderabad,bills,success
56e3c978-a47,amit_8276@axl,rohan_173@paytm,694.69,2024-01-01 08:18:50,Bangalore,p2p,success
55ecc2a9-141,simran_4112@ybl,rahul_4505@axl,10.0,2024-01-01 08:18:55,Pune,p2p,success
2b5e9cf8-fb1,ananya_2625@okhdfc,healthapp.pay@ybl,244.84,2024-01-01 08:19:10,Chennai,health,success
54a5e037-5c3,rohan_3017@okhdfc,reliance.pay@icici,5018.88,2024-01-01 08:19:21,Lucknow,shopping,success
7600c43d-02c,ananya_7310@okhdfc,mobile.pay@oksbi,1544.76,2024-01-01 08:21:35,Ahmedabad,bills,success
13b3258e-492,arjun_6847@paytm,vikram_7578@icici,10.0,2024-01-01 08:23:30,Jaipur,p2p,success
c97f2d41-ab8,vikram_8811@icici,gas.pay@ybl,3757.93,2024-01-01 08:23:35,Kolkata,bills,success
1e837467-895,karan_1785@axl,school.pay@icici,976.49,2024-01-01 08:23:43,Chennai,education,success
24855032-0eb,ananya_8333@okhdfc,electricity.pay@ybl,3287.28,2024-01-01 08:23:44,Delhi,bills,success
eb89ca20-8da,simran_1632@ibl,karan_4603@ybl,748.48,2024-01-01 08:24:13,Bangalore,p2p,success
4d7839c1-2d1,rahul_8219@axl,delhibelly.pay@icici,364.41,2024-01-01 08:24:46,Delhi,food,success
eb852e29-31f,dev_7706@ybl,simran_3442@okhdfc,511.14,2024-01-01 08:25:00,Mumbai,p2p,success
0857b894-db7,isha_6558@ibl,school.pay@axl,1146.86,2024-01-01 08:27:10,Pune,education,success
2e967cb3-e74,sneha_5873@okhdfc,cafeshop.pay@ibl,444.03,2024-01-01 08:27:27,Ahmedabad,food,success
f29f66b4-e08,rohan_2716@ibl,delhibelly.pay@ybl,237.66,2024-01-01 08:28:40,Kolkata,food,success
3dc7bc3c-914,isha_4532@ibl,dev_1503@ybl,1398.49,2024-01-01 08:30:08,Jaipur,p2p,success
6e71120b-26b,dev_1969@icici,rahul_7879@icici,1211.22,2024-01-01 08:31:17,Pune,p2p,success
1eea2879-ae8,neha_7553@okhdfc,books.pay@icici,558.41,2024-01-01 08:32:46,Lucknow,education,success
e77a9b2e-cd8,amit_3400@paytm,ananya_2625@okhdfc,1643.73,2024-01-01 08:35:05,Bangalore,p2p,success
3b399573-f42,rahul_1191@okhdfc,clinic.pay@icici,604.55,2024-01-01 08:36:54,Ahmedabad,health,success
ffb8a4f4-254,rahul_1148@icici,karan_4225@oksbi,1676.38,2024-01-01 08:37:34,Jaipur,p2p,success
39bc449e-3e6,aditya_6807@ibl,priya_6919@paytm,1186.84,2024-01-01 08:38:08,Ahmedabad,p2p,success
452f0827-20b,vikram_7530@axl,mobile.pay@oksbi,1545.58,2024-01-01 08:41:56,Pune,bills,success
07a2ee06-3cf,rohan_7622@axl,priya_7178@axl,1504.44,2024-01-01 08:42:26,Jaipur,p2p,success
23c246e6-291,pooja_1188@paytm,rohan_6473@icici,1984.79,2024-01-01 08:42:49,Chennai,p2p,success
ef00864e-7ca,neha_7126@okhdfc,priya_6459@icici,2082.1,2024-01-01 08:46:06,Pune,p2p,success
e41beec3-18e,pooja_6521@paytm,bookmyshow.pay@oksbi,1031.06,2024-01-01 08:47:44,Delhi,entertainment,success
845fe971-458,ananya_9468@okhdfc,aditya_8402@oksbi,781.79,2024-01-01 08:48:45,Pune,p2p,success
b653d9d1-39d,vikram_3040@oksbi,rahul_3094@ybl,1794.99,2024-01-01 08:48:56,Mumbai,p2p,success
727a160d-8c1,priya_6794@icici,aditya_7728@ibl,568.36,2024-01-01 08:49:43,Mumbai,p2p,success
35e15c2d-cf6,rohan_570@axl,bookmyshow.pay@axl,888.1,2024-01-01 08:50:24,Bangalore,entertainment,success
a419b888-11d,rohan_3017@okhdfc,foodcourt.pay@axl,773.93,2024-01-01 08:50:56,Lucknow,food,success
08395ecd-a9c,karan_2233@okhdfc,ola.pay@axl,265.86,2024-01-01 08:51:01,Delhi,transport,success
effaae51-26f,amit_3400@paytm,arjun_8189@paytm,1723.82,2024-01-01 08:51:25,Bangalore,p2p,success
77b65484-dce,vikram_9043@ybl,netflix.pay@oksbi,790.81,2024-01-01 08:52:58,Hyderabad,entertainment,success
c0761d5b-519,amit_3981@oksbi,delhibelly.pay@okhdfc,476.65,2024-01-01 08:53:30,Bangalore,food,success
2a0b2c32-ff9,rohan_7839@oksbi,zomato.pay@paytm,391.78,2024-01-01 08:56:20,Pune,food,success
e638ee81-06a,dev_7984@axl,school.pay@okhdfc,953.89,2024-01-01 08:57:41,Mumbai,education,success
e31b08c3-f06,ananya_7310@okhdfc,arjun_9124@ybl,1427.61,2024-01-01 08:59:10,Ahmedabad,p2p,success
6505a126-5f9,pooja_3696@axl,dev_7984@axl,403.15,2024-01-01 09:00:56,Bangalore,p2p,success
11dc9bd5-029,sneha_8707@ibl,clinic.pay@icici,834.38,2024-01-01 09:01:38,Jaipur,health,success
e471a46b-900,isha_8987@axl,delhibelly.pay@ibl,662.61,2024-01-01 09:02:35,Jaipur,food,success
4d5c71c0-939,dev_9572@axl,isha_6297@oksbi,1942.1,2024-01-01 09:03:49,Jaipur,p2p,success
2e5db1af-bbc,neha_9253@icici,water.pay@ibl,1900.09,2024-01-01 09:04:55,Chennai,bills,success
ae019c71-0c0,pooja_3310@ybl,arjun_7367@paytm,1257.9,2024-01-01 09:05:42,Kolkata,p2p,success
d7df8633-f56,simran_3096@okhdfc,amazon.pay@ybl,8077.63,2024-01-01 09:06:05,Bangalore,shopping,success
2d72c8c8-399,sneha_5303@okhdfc,foodcourt.pay@axl,168.69,2024-01-01 09:06:16,Kolkata,food,success
a9ba91a3-cb7,isha_1716@ibl,pharmacy.pay@axl,268.76,2024-01-01 09:06:48,Mumbai,health,success
f7f574a3-8bb,arjun_9212@oksbi,amazon.pay@ibl,6537.2,2024-01-01 09:09:24,Mumbai,shopping,success
e1be02ff-9e0,pooja_9381@ybl,mobile.pay@axl,3245.07,2024-01-01 09:09:25,Hyderabad,bills,success
6ef5d57a-345,sneha_216@ybl,neha_6083@ibl,1931.18,2024-01-01 09:10:14,Ahmedabad,p2p,success
8781bf87-ccd,isha_8877@okhdfc,water.pay@ybl,1806.45,2024-01-01 09:10:37,Chennai,bills,success
cc0b2972-8b0,ananya_7218@okhdfc,localstore.pay@okhdfc,1866.31,2024-01-01 09:12:13,Bangalore,shopping,success
d263413d-16a,rohan_161@okhdfc,arjun_6847@paytm,1184.91,2024-01-01 09:15:11,Ahmedabad,p2p,success
4a21872a-5ea,priya_7378@paytm,vikram_5617@axl,1278.66,2024-01-01 09:16:07,Pune,p2p,success
67f5242b-e19,sneha_7409@icici,mobile.pay@icici,2582.06,2024-01-01 09:16:14,Ahmedabad,bills,success
00a08d03-fc0,neha_2184@oksbi,ananya_5409@icici,457.22,2024-01-01 09:16:40,Ahmedabad,p2p,success
3f357be1-91f,neha_7099@ibl,internet.pay@ybl,3614.55,2024-01-01 09:18:34,Lucknow,bills,success
3b033ca6-9c1,karan_8953@paytm,pooja_1848@icici,835.63,2024-01-01 09:19:15,Kolkata,p2p,success
e0ebf25a-61a,rohan_6376@paytm,isha_8164@ibl,832.93,2024-01-01 09:20:09,Lucknow,p2p,success
0248eb53-d7e,ananya_8104@ybl,rahul_1191@okhdfc,1470.67,2024-01-01 09:20:45,Lucknow,p2p,success
3621696a-d3d,vikram_5471@ybl,clinic.pay@axl,723.89,2024-01-01 09:21:28,Ahmedabad,health,success
d0068218-422,pooja_4623@axl,dev_959@axl,626.97,2024-01-01 09:21:40,Chennai,p2p,success
291c112d-98b,dev_959@axl,neha_8847@okhdfc,784.7,2024-01-01 09:21:43,Ahmedabad,p2p,success
d03dbefa-e3c,amit_1200@ybl,books.pay@axl,323.09,2024-01-01 09:22:00,Jaipur,education,success
baaeecf0-b9a,pooja_1188@paytm,water.pay@oksbi,2603.53,2024-01-01 09:25:03,Hyderabad,bills,success
64a5ca64-f18,ananya_3878@paytm,simran_4112@ybl,1614.66,2024-01-01 09:27:32,Bangalore,p2p,success
20573fdf-643,arjun_6847@paytm,flipkart.pay@okhdfc,5994.2,2024-01-01 09:27:43,Jaipur,shopping,success
4ea55391-6a6,ananya_9468@okhdfc,clinic.pay@ybl,1133.27,2024-01-01 09:29:04,Bangalore,health,success
db9bb2c0-5df,ananya_3878@paytm,petrolpump.pay@oksbi,422.55,2024-01-01 09:29:17,Bangalore,transport,success
7c8cba7c-732,ananya_6611@oksbi,arjun_9054@paytm,74.96,2024-01-01 09:29:40,Kolkata,p2p,success
c00f80c7-36c,aditya_2730@icici,uber.pay@ibl,304.56,2024-01-01 09:30:16,Ahmedabad,transport,success
d1523543-08a,aditya_9978@ibl,internet.pay@icici,4972.2,2024-01-01 09:30:19,Mumbai,bills,success
284bab42-03c,karan_9391@okhdfc,isha_6068@ibl,1808.67,2024-01-01 09:31:40,Ahmedabad,p2p,success
df8f9f08-1c4,priya_8991@axl,rohan_9572@ibl,815.38,2024-01-01 09:34:24,Kolkata,p2p,success
2326d15b-f9a,karan_8461@paytm,dev_1498@icici,2224.7,2024-01-01 09:34:27,Ahmedabad,p2p,success
